order_id,order_date,customer_id,customer_age,city,state,channel,device,payment_method,category,subcategory,items,unit_price,gross_amount,discount_pct,discount_amount,shipping_speed,shipping_fee,tax_rate,tax_amount,net_amount,delivery_days,sla_days,delivered_on_time,customer_satisfaction,return_flag,return_reason,fraud_score,risk_label,order_status,month,is_delivered,is_returned,is_cancelled
ORD46819419,2025-08-26,971146,45.0,Pune,Maharashtra,Paid Search,Android,Debit Card,Fashion,Women,5.0,660.23,3301.13,34.42,1136.18,Standard,14.5,12.0,261.53,2440.99,5.33,7.0,1.0,4.0,0,None,0.257,Medium,Delivered,2025-08,1,0,0
ORD59585927,2025-12-15,845643,48.0,Hyderabad,Telangana,Affiliate,Web,Debit Card,Fashion,Men,3.0,226.27,678.82,0.0,0.0,Standard,29.0,12.0,84.94,792.76,4.01,7.0,1.0,4.0,0,None,0.213,Low,Delivered,2025-12,1,0,0
ORD65948335,2025-12-31,727133,57.0,Chennai,Tamil Nadu,Paid Search,iOS,Credit Card,Grocery,Snacks,2.0,1167.79,2335.57,0.0,0.0,Unknown,29.5,5.0,118.25,2483.33,2.08,3.0,1.0,4.0,0,None,0.138,Low,Delivered,2025-12,1,0,0
ORD42819247,2025-07-19,967797,56.0,Delhi,Delhi,Paid Search,Web,COD,Books,Fiction,4.0,836.72,3346.89,0.0,0.0,Unknown,14.5,5.0,168.07,3529.46,5.17,7.0,1.0,4.0,0,None,0.208,Low,Delivered,2025-07,1,0,0
ORD92679401,2025-09-09,548963,55.0,Delhi,Delhi,Referral,Android,UPI,Sports,Outdoor,5.0,1174.17,5870.87,0.0,0.0,Standard,14.5,12.0,706.24,6591.61,5.97,7.0,1.0,4.0,0,None,0.149,Low,Delivered,2025-09,1,0,0
ORD81491748,2025-07-21,148862,20.0,Hyderabad,Telangana,Social,Web,COD,Electronics,Audio,2.0,3612.17,7224.35,0.0,0.0,Standard,14.5,18.0,1302.99,8541.84,5.47,7.0,1.0,4.0,0,None,0.312,Medium,Delivered,2025-07,1,0,0
ORD17931182,2025-12-26,921083,20.0,Ahmedabad,Gujarat,Affiliate,Web,UPI,Fashion,Women,2.0,2140.41,4280.82,0.0,0.0,Standard,14.5,12.0,515.44,4810.75,3.61,7.0,1.0,4.0,0,None,0.299,Medium,Delivered,2025-12,1,0,0
ORD87968570,2025-09-30,193174,26.0,Unknown,Delhi,Referral,Android,UPI,Beauty,Makeup,5.0,745.1,3725.49,0.0,0.0,Standard,14.5,18.0,673.2,4413.19,5.27,7.0,1.0,3.0,0,None,0.145,Low,Delivered,2025-09,1,0,0
ORD81781204,2025-12-02,339897,35.0,Chennai,Tamil Nadu,Social,Web,NetBanking,Books,Comics,2.0,649.77,1299.54,0.0,0.0,Standard,29.0,5.0,66.43,1394.97,4.28,7.0,1.0,4.0,0,None,0.047,Low,Delivered,2025-12,1,0,0
ORD69103841,2025-10-17,914578,52.0,Ahmedabad,Gujarat,Organic,iOS,UPI,Home,Furniture,3.0,6738.87,20216.61,31.84,6436.2,Standard,14.5,18.0,2483.08,16278.0,5.34,7.0,1.0,4.0,0,None,0.369,Medium,Delivered,2025-10,1,0,0
ORD63123903,2025-12-03,898336,58.0,Chennai,Tamil Nadu,Affiliate,Web,UPI,Fashion,Kids,2.0,605.54,1211.08,32.94,398.95,Standard,29.0,12.0,100.94,942.07,4.49,7.0,1.0,4.0,0,None,0.292,Medium,Delivered,2025-12,1,0,0
ORD36842576,2025-10-19,189456,51.0,Mumbai,Maharashtra,Social,Android,UPI,Electronics,Accessories,3.0,4651.68,13955.05,0.0,0.0,Standard,14.5,18.0,2514.52,16484.07,4.82,7.0,1.0,4.0,1,Late Delivery,0.277,Medium,Returned,2025-10,0,1,0
ORD75418887,2025-07-09,870462,57.0,Bengaluru,Karnataka,Email,iOS,NetBanking,Fashion,Women,3.0,612.76,1838.27,0.0,0.0,Express,59.0,12.0,227.67,2124.94,3.86,3.0,0.0,4.0,0,None,0.087,Low,Delivered,2025-07,1,0,0
ORD22059257,2025-09-28,742751,35.0,Chennai,Tamil Nadu,Paid Search,iOS,Debit Card,Books,Non-Fiction,3.0,1417.57,4252.71,32.78,1393.91,Same-Day,49.5,5.0,145.41,3053.71,0.76,1.0,1.0,3.0,0,None,0.304,Medium,Delivered,2025-09,1,0,0
ORD69559976,2025-10-29,196948,47.0,Pune,Maharashtra,Paid Search,Web,UPI,Books,Academic,3.0,704.96,2114.87,0.0,0.0,Standard,14.5,5.0,106.47,2235.84,6.83,7.0,1.0,5.0,0,None,0.051,Low,Delivered,2025-10,1,0,0
ORD67078910,2025-12-28,598158,24.0,Kolkata,West Bengal,Organic,Web,Credit Card,Grocery,Snacks,2.0,308.43,616.86,0.0,0.0,Standard,29.0,5.0,32.29,678.15,4.33,7.0,,4.0,0,None,0.18,Low,Cancelled,2025-12,0,0,1
ORD68230682,2025-12-01,338492,23.0,Pune,Maharashtra,Referral,Android,UPI,Electronics,Laptop,1.0,1533.34,1533.34,0.0,0.0,Standard,29.0,18.0,281.22,1843.56,6.12,7.0,1.0,5.0,0,None,0.192,Low,Delivered,2025-12,1,0,0
ORD88670079,2025-10-02,569472,56.0,Bengaluru,Karnataka,Affiliate,Web,COD,Electronics,Accessories,4.0,2886.82,11547.29,6.15,710.16,Standard,14.5,18.0,1953.29,12804.92,5.45,7.0,1.0,4.0,1,Damaged,0.462,Medium,Returned,2025-10,0,1,0
ORD44679814,2025-11-26,266501,37.0,Kolkata,West Bengal,Referral,Web,UPI,Beauty,Makeup,2.0,885.99,1771.98,0.0,0.0,Standard,29.0,18.0,324.18,2125.16,5.76,7.0,1.0,5.0,0,None,0.178,Low,Delivered,2025-11,1,0,0
ORD40230016,2025-12-20,187877,52.0,Chennai,Tamil Nadu,Organic,iOS,Debit Card,Books,Comics,1.0,1134.64,1134.64,0.0,0.0,Standard,29.0,5.0,58.18,1221.82,4.06,7.0,1.0,4.0,0,None,0.121,Low,Delivered,2025-12,1,0,0
ORD41308494,2025-12-09,685563,41.0,Lucknow,Uttar Pradesh,Social,Android,Credit Card,Sports,Outdoor,3.0,821.99,2465.98,0.0,0.0,Express,29.5,12.0,299.46,2794.94,1.37,3.0,1.0,3.0,0,None,0.11,Low,Delivered,2025-12,1,0,0
ORD24452131,2025-12-29,755836,45.0,Kolkata,West Bengal,Paid Search,Android,Debit Card,Sports,Indoor,5.0,953.06,4765.3,0.0,0.0,Same-Day,49.5,12.0,577.78,5392.58,4.33,1.0,,4.0,0,None,0.12,Low,Cancelled,2025-12,0,0,1
ORD36966460,2025-09-05,272053,23.0,Delhi,Delhi,Referral,Android,COD,Beauty,Haircare,4.0,608.65,2434.59,0.0,0.0,Standard,14.5,18.0,440.84,2889.93,5.11,7.0,1.0,5.0,1,Damaged,0.134,Low,Returned,2025-09,0,1,0
ORD80945157,2025-09-20,641808,48.0,Pune,Maharashtra,Referral,Android,UPI,Books,Comics,3.0,391.73,1175.2,0.0,0.0,Standard,29.0,5.0,60.21,1264.41,5.3,7.0,1.0,5.0,0,None,0.098,Low,Delivered,2025-09,1,0,0
ORD68870866,2025-07-03,542684,55.0,Chennai,Tamil Nadu,Social,Web,Wallet,Fashion,Women,5.0,904.22,4521.1,0.0,0.0,Express,29.5,12.0,546.07,5096.67,1.67,3.0,1.0,4.0,1,Late Delivery,0.157,Low,Returned,2025-07,0,1,0
ORD87934784,2025-07-25,935956,30.0,Delhi,Delhi,Email,Android,Credit Card,Beauty,Skincare,4.0,475.69,1902.76,0.0,0.0,Express,59.0,18.0,353.12,2314.88,1.18,3.0,1.0,4.0,0,None,0.194,Low,Delivered,2025-07,1,0,0
ORD87960947,2025-11-28,609215,37.0,Hyderabad,Telangana,Social,Web,NetBanking,Electronics,Laptop,5.0,4402.58,22012.88,0.0,0.0,Standard,14.5,18.0,3964.93,25992.31,5.78,7.0,1.0,5.0,0,None,0.171,Low,Delivered,2025-11,1,0,0
ORD42981821,2025-08-29,532893,47.0,Mumbai,Maharashtra,Affiliate,iOS,Credit Card,Books,Academic,5.0,460.04,2300.2,0.0,0.0,Standard,14.5,5.0,115.73,2430.43,5.51,7.0,1.0,4.0,0,None,0.192,Low,Delivered,2025-08,1,0,0
ORD33351573,2025-09-19,107468,53.0,Bengaluru,Karnataka,Paid Search,iOS,UPI,Books,Non-Fiction,3.0,603.58,1810.73,15.45,279.74,Standard,29.0,5.0,78.0,1638.0,5.69,7.0,1.0,3.0,0,None,0.188,Low,Delivered,2025-09,1,0,0
ORD72435628,2025-09-04,921173,26.0,Pune,Maharashtra,Social,Android,UPI,Sports,Athleisure,1.0,1773.28,1773.28,20.08,356.14,Express,59.0,12.0,177.14,1653.28,3.02,3.0,0.0,3.0,0,None,0.099,Low,Delivered,2025-09,1,0,0
ORD68567600,2025-12-18,695358,20.0,Delhi,Delhi,Email,iOS,UPI,Fashion,Men,3.0,561.94,1685.83,25.18,424.46,Express,59.0,12.0,158.45,1478.82,3.61,3.0,0.0,4.0,0,None,0.187,Low,Delivered,2025-12,1,0,0
ORD98046474,2025-12-11,265503,47.0,Kolkata,West Bengal,Email,iOS,COD,Beauty,Makeup,5.0,1108.88,5544.4,0.0,0.0,Standard,14.5,18.0,1000.6,6559.5,3.77,7.0,1.0,4.0,0,None,0.246,Low,Delivered,2025-12,1,0,0
ORD56234347,2025-11-14,105337,18.0,Hyderabad,Telangana,Email,iOS,Wallet,Beauty,Fragrance,4.0,897.68,3590.71,19.64,705.19,Standard,14.5,18.0,522.0,3422.03,4.37,7.0,1.0,5.0,0,None,0.108,Low,Delivered,2025-11,1,0,0
ORD66257871,2025-12-24,283501,39.0,Kolkata,West Bengal,Social,Android,UPI,Grocery,Fresh,2.0,505.23,1010.46,0.0,0.0,Standard,29.0,5.0,51.97,1091.43,3.61,7.0,1.0,4.0,0,None,0.126,Low,Delivered,2025-12,1,0,0
ORD58752823,2025-10-09,553360,32.0,Pune,Maharashtra,Paid Search,Web,Credit Card,Sports,Fitness,5.0,1393.96,6969.79,0.0,0.0,Standard,14.5,12.0,838.11,7822.41,7.23,7.0,0.0,3.0,0,None,0.096,Low,Delivered,2025-10,1,0,0
ORD19285854,2025-08-01,954079,38.0,Kolkata,West Bengal,Organic,Android,NetBanking,Beauty,Fragrance,5.0,689.76,3448.8,0.0,0.0,Express,29.5,18.0,626.09,4104.39,1.04,3.0,1.0,4.0,0,None,0.132,Low,Delivered,2025-08,1,0,0
ORD33472013,2025-10-25,658207,58.0,Delhi,Delhi,Organic,iOS,Credit Card,Sports,Outdoor,4.0,1545.06,6180.22,0.0,0.0,Standard,14.5,12.0,743.37,6938.09,7.61,7.0,0.0,4.0,1,Size Issue,0.048,Low,Returned,2025-10,0,1,0
ORD45803174,2025-07-04,189442,61.0,Lucknow,Uttar Pradesh,Paid Search,iOS,Credit Card,Grocery,Beverages,1.0,474.32,474.32,0.0,0.0,Express,59.0,5.0,26.67,559.99,1.19,3.0,1.0,4.0,0,None,0.091,Low,Delivered,2025-07,1,0,0
ORD90182152,2025-09-16,273096,41.0,Delhi,Delhi,Affiliate,Android,NetBanking,Grocery,Staples,4.0,235.13,940.53,0.0,0.0,Express,59.0,5.0,49.98,1049.51,4.33,3.0,,4.0,0,None,0.208,Low,Cancelled,2025-09,0,0,1
ORD24953904,2025-11-30,312885,35.0,Kolkata,West Bengal,Organic,Web,UPI,Grocery,Staples,5.0,1070.27,5351.33,0.0,0.0,Express,29.5,5.0,269.04,5649.87,2.77,3.0,1.0,3.0,0,None,0.078,Low,Delivered,2025-11,1,0,0
ORD16062924,2025-08-03,168184,46.0,Hyderabad,Telangana,Email,Android,Credit Card,Books,Academic,3.0,409.22,1227.67,0.0,0.0,Standard,29.0,5.0,62.83,1319.5,3.95,7.0,1.0,4.0,0,None,0.141,Low,Delivered,2025-08,1,0,0
ORD27906064,2025-10-11,227217,24.0,Mumbai,Maharashtra,Organic,Web,Unknown,Sports,Outdoor,4.0,1556.06,6224.22,17.5,1089.06,Standard,14.5,12.0,617.96,5767.62,5.74,7.0,1.0,4.0,0,None,0.192,Low,Delivered,2025-10,1,0,0
ORD29852692,2025-11-21,182353,64.0,Chennai,Tamil Nadu,Affiliate,Web,UPI,Beauty,Skincare,5.0,1518.49,7592.46,21.45,1628.27,Standard,14.5,18.0,1076.16,7054.85,5.09,7.0,1.0,5.0,0,None,0.238,Low,Delivered,2025-11,1,0,0
ORD80912612,2025-11-16,738756,59.0,Delhi,Delhi,Referral,Android,NetBanking,Electronics,Accessories,4.0,2900.22,11600.86,0.0,0.0,Standard,14.5,18.0,2090.77,13706.13,3.41,7.0,1.0,4.0,0,None,0.178,Low,Delivered,2025-11,1,0,0
ORD84393035,2025-10-17,714972,34.0,Mumbai,Maharashtra,Social,Android,NetBanking,Electronics,Mobile,4.0,3987.24,15948.96,19.06,3039.3,Standard,14.5,18.0,2326.35,15250.5,6.85,7.0,1.0,4.0,0,None,0.161,Low,Delivered,2025-10,1,0,0
ORD82676438,2025-08-31,802215,19.0,Delhi,Delhi,Social,Android,COD,Home,Appliances,3.0,659.2,1977.61,0.0,0.0,Standard,29.0,18.0,361.19,2367.8,5.64,7.0,1.0,4.0,0,None,0.089,Low,Delivered,2025-08,1,0,0
ORD74145308,2025-08-14,264588,57.0,Bengaluru,Karnataka,Paid Search,Web,UPI,Books,Fiction,1.0,201.73,201.73,13.7,27.63,Same-Day,99.0,5.0,13.66,286.76,2.03,1.0,0.0,4.0,1,Quality Issue,0.061,Low,Returned,2025-08,0,1,0
ORD68993974,2025-07-30,911326,19.0,Lucknow,Uttar Pradesh,Email,iOS,Wallet,Sports,Fitness,2.0,1479.04,2958.08,0.0,0.0,Express,29.5,12.0,358.51,3346.09,0.98,3.0,1.0,4.0,0,None,0.084,Low,Delivered,2025-07,1,0,0
ORD21365145,2025-11-13,436279,23.0,Chennai,Tamil Nadu,Email,Android,COD,Fashion,Women,3.0,1331.8,3995.39,0.0,0.0,Express,29.5,12.0,482.99,4507.87,2.3,3.0,1.0,4.0,0,None,0.22,Low,Delivered,2025-11,1,0,0
ORD36830245,2025-08-18,232125,18.0,Mumbai,Maharashtra,Social,iOS,NetBanking,Beauty,Makeup,4.0,1469.95,5879.79,0.0,0.0,Same-Day,49.5,18.0,1067.27,6996.56,0.3,1.0,1.0,3.0,0,None,0.066,Low,Delivered,2025-08,1,0,0
ORD36147880,2025-10-28,242014,26.0,Kolkata,West Bengal,Email,Android,COD,Books,Academic,2.0,932.22,1864.44,33.71,628.57,Express,59.0,5.0,64.74,1359.61,4.33,3.0,,4.0,0,None,0.431,Medium,Cancelled,2025-10,0,0,1
ORD66897753,2025-07-09,389564,61.0,Chennai,Tamil Nadu,Referral,iOS,COD,Books,Fiction,2.0,249.96,499.92,0.0,0.0,Standard,29.0,5.0,26.45,555.37,4.46,7.0,1.0,5.0,0,None,0.245,Low,Delivered,2025-07,1,0,0
ORD12063745,2025-08-23,179080,41.0,Pune,Maharashtra,Social,iOS,Wallet,Beauty,Fragrance,2.0,1607.05,3214.11,0.0,0.0,Standard,14.5,18.0,581.15,3809.76,4.86,7.0,1.0,4.0,0,None,0.072,Low,Delivered,2025-08,1,0,0
ORD77501869,2025-09-09,385475,25.0,Chennai,Tamil Nadu,Paid Search,Android,COD,Electronics,Laptop,2.0,1818.39,3636.78,0.0,0.0,Express,29.5,18.0,659.93,4326.21,1.55,3.0,1.0,4.0,0,None,0.197,Low,Delivered,2025-09,1,0,0
ORD42194587,2025-11-20,694766,63.0,Bengaluru,Karnataka,Organic,Web,Debit Card,Home,Decor,4.0,3535.97,14143.86,14.65,2071.75,Express,29.5,18.0,2178.29,14279.9,3.58,3.0,0.0,3.0,0,None,0.244,Low,Delivered,2025-11,1,0,0
ORD76705478,2025-07-19,976123,41.0,Mumbai,Maharashtra,Social,Android,Credit Card,Home,Appliances,1.0,1716.03,1716.03,0.0,0.0,Express,59.0,18.0,319.51,2094.54,2.19,3.0,1.0,5.0,0,None,0.103,Low,Delivered,2025-07,1,0,0
ORD74927005,2025-09-25,104584,51.0,Kolkata,West Bengal,Organic,iOS,COD,Fashion,Footwear,4.0,5344.19,21376.77,26.17,5595.26,Standard,14.5,12.0,1895.52,17691.53,5.84,7.0,1.0,4.0,0,None,0.381,Medium,Delivered,2025-09,1,0,0
ORD73486288,2025-09-24,624616,43.0,Kolkata,West Bengal,Referral,iOS,Wallet,Beauty,Haircare,1.0,578.2,578.2,0.0,0.0,Express,59.0,18.0,114.7,751.9,1.75,3.0,1.0,3.0,0,None,0.081,Low,Delivered,2025-09,1,0,0
